 ,Area,Mean,Min,Max,Major,Minor,Angle,%Area
1196,98,255,255,255,15.160,8.230,165.145,100
1197,66,255,255,255,13.971,6.015,37.419,100
1198,433,255,255,255,24.801,22.230,57.947,100
1199,278,255,255,255,21.768,16.261,120.037,100
1200,197,255,255,255,19.111,13.125,141.070,100
1201,294,255,255,255,22.630,16.541,81.402,100
1202,246,255,255,255,21.391,14.643,123.919,100
1203,457,255,255,255,25.293,23.005,131.474,100
1204,181,255,255,255,15.851,14.539,135.099,100
1205,276,255,255,255,19.095,18.404,24.083,100
1206,254,255,255,255,19.208,16.837,101.657,100
1207,175,255,255,255,15.268,14.594,129.736,100
1208,494,255,255,255,27.539,22.840,128.516,100
1209,296,255,255,255,20.982,17.962,129.057,100
1210,497,255,255,255,31.831,19.880,119.669,100
1211,282,255,255,255,19.998,17.954,71.262,100
1212,260,255,255,255,20.697,15.995,67.049,100
1213,292,255,255,255,21.072,17.643,41.485,100
1214,315,255,255,255,22.583,17.760,64.158,100
1215,364,255,255,255,22.423,20.669,118.961,100
1216,265,255,255,255,20.335,16.592,89.029,100
1217,492,255,255,255,26.786,23.387,36.912,100
1218,282,255,255,255,21.545,16.665,44.616,100
1219,67,255,255,255,12.445,6.855,106.402,100
1220,353,255,255,255,23.878,18.823,39.513,100
1221,62,255,255,255,11.704,6.745,50.573,100
1222,351,255,255,255,25.983,17.200,44.697,100
1223,272,255,255,255,20.284,17.074,36.670,100
1224,190,255,255,255,19.398,12.471,106.252,100
1225,230,255,255,255,17.977,16.290,165.828,100
1226,360,255,255,255,22.171,20.674,52.402,100
1227,123,255,255,255,15.534,10.082,165.289,100
1228,251,255,255,255,19.207,16.639,167.189,100
1229,277,255,255,255,21.375,16.500,57.014,100
1230,217,255,255,255,21.733,12.713,100.856,100
1231,254,255,255,255,20.251,15.970,170.495,100
1232,254,255,255,255,19.599,16.501,41.878,100
1233,259,255,255,255,18.571,17.757,58.170,100
1234,28,255,255,255,6.639,5.370,156.288,100
1235,427,255,255,255,25.211,21.565,6.316,100
1236,273,255,255,255,20.203,17.205,10.545,100
1237,283,255,255,255,19.844,18.158,59.546,100
1238,154,255,255,255,18.770,10.446,118.032,100
1239,490,255,255,255,27.187,22.948,126.481,100
1240,287,255,255,255,20.024,18.249,148.273,100
1241,268,255,255,255,19.865,17.177,19.651,100
1242,214,255,255,255,17.802,15.305,41.763,100
1243,278,255,255,255,20.948,16.897,111.976,100
1244,292,255,255,255,22.148,16.787,49.790,100
1245,66,255,255,255,11.521,7.294,110.589,100
1246,56,255,255,255,10.626,6.710,178.533,100
1247,460,255,255,255,25.962,22.560,69.264,100
1248,182,255,255,255,17.525,13.223,19.096,100
1249,334,255,255,255,25.054,16.974,81.441,100
1250,299,255,255,255,22.618,16.832,120.854,100
1251,422,255,255,255,26.996,19.903,122.920,100
1252,384,255,255,255,25.126,19.459,78.542,100
1253,313,255,255,255,21.481,18.552,76.416,100
1254,360,255,255,255,23.052,19.884,50.632,100
1255,147,255,255,255,17.633,10.614,24.367,100
1256,493,255,255,255,28.467,22.051,171.825,100
1257,287,255,255,255,19.590,18.654,120.873,100
1258,279,255,255,255,21.877,16.238,92.191,100
1259,439,255,255,255,25.236,22.149,122.212,100
1260,273,255,255,255,20.605,16.869,103.490,100
1261,286,255,255,255,21.074,17.280,80.049,100
1262,293,255,255,255,21.883,17.048,56.007,100
1263,293,255,255,255,20.823,17.916,147.240,100
1264,411,255,255,255,25.993,20.133,23.785,100
1265,346,255,255,255,22.414,19.655,149.451,100
1266,325,255,255,255,22.020,18.793,85.468,100
1267,270,255,255,255,19.153,17.949,109.681,100
1268,257,255,255,255,18.936,17.280,53.242,100
1269,316,255,255,255,24.962,16.118,91.223,100
1270,285,255,255,255,21.056,17.234,42.863,100
1271,310,255,255,255,21.008,18.788,87.798,100
1272,219,255,255,255,18.053,15.445,35.623,100
1273,326,255,255,255,22.231,18.671,18.043,100
1274,359,255,255,255,23.514,19.439,70.684,100
1275,284,255,255,255,21.521,16.802,87.871,100
1276,191,255,255,255,17.505,13.892,107.768,100
1277,366,255,255,255,24.518,19.006,26.412,100
1278,346,255,255,255,23.294,18.912,45.989,100
1279,89,255,255,255,15.474,7.323,78.645,100
1280,422,255,255,255,26.885,19.985,133.076,100
1281,304,255,255,255,20.258,19.107,167.284,100
1282,498,255,255,255,26.969,23.511,40.938,100
1283,285,255,255,255,21.951,16.531,37.130,100
1284,424,255,255,255,25.243,21.386,166.419,100
1285,257,255,255,255,21.426,15.273,82.411,100
1286,310,255,255,255,22.870,17.259,44.362,100
1287,359,255,255,255,23.366,19.563,95.944,100
1288,150,255,255,255,17.819,10.718,43.039,100
1289,285,255,255,255,21.038,17.248,47.146,100
1290,410,255,255,255,26.797,19.481,48.643,100
1291,325,255,255,255,21.265,19.459,120.310,100
1292,102,255,255,255,12.191,10.653,148.845,100
1293,295,255,255,255,20.548,18.280,15.083,100
1294,417,255,255,255,26.295,20.191,146.604,100
1295,204,255,255,255,19.396,13.392,162.957,100
1296,293,255,255,255,23.021,16.205,168.732,100
1297,305,255,255,255,21.648,17.939,15.192,100
1298,90,255,255,255,14.267,8.032,137.122,100
1299,276,255,255,255,21.185,16.588,169.689,100
1300,36,255,255,255,8.655,5.296,26.472,100
1301,342,255,255,255,23.361,18.640,110.472,100
1302,276,255,255,255,20.394,17.231,43.887,100
1303,242,255,255,255,19.234,16.020,138.074,100
1304,423,255,255,255,26.714,20.161,63.568,100
1305,361,255,255,255,24.156,19.028,95.006,100
1306,366,255,255,255,24.328,19.155,82.850,100
1307,293,255,255,255,22.032,16.933,46.893,100
1308,267,255,255,255,20.183,16.844,67.423,100
1309,113,255,255,255,15.527,9.266,140.502,100
1310,53,255,255,255,9.764,6.912,98.648,100
1311,223,255,255,255,18.805,15.099,103.127,100
1312,270,255,255,255,19.997,17.191,116.310,100
1313,67,255,255,255,11.063,7.711,129.660,100
1314,310,255,255,255,20.876,18.907,111.303,100
1315,310,255,255,255,23.211,17.005,82.164,100
1316,276,255,255,255,21.832,16.096,119.649,100
1317,265,255,255,255,20.826,16.201,117.375,100
1318,208,255,255,255,18.293,14.477,76.426,100
1319,303,255,255,255,21.276,18.132,158.299,100
1320,356,255,255,255,23.164,19.568,0.192,100
1321,411,255,255,255,25.053,20.887,43.970,100
1322,288,255,255,255,20.841,17.594,15.950,100
1323,291,255,255,255,22.714,16.312,61.252,100
1324,313,255,255,255,22.052,18.072,124.862,100
1325,486,255,255,255,26.686,23.188,42.372,100
1326,312,255,255,255,23.852,16.655,84.246,100
1327,279,255,255,255,20.529,17.304,153.965,100
1328,226,255,255,255,18.873,15.247,116.018,100
1329,216,255,255,255,18.777,14.647,144.189,100
1330,301,255,255,255,20.932,18.309,118.325,100
1331,463,255,255,255,26.014,22.661,125.785,100
1332,286,255,255,255,22.816,15.960,71.233,100
1333,303,255,255,255,22.252,17.338,131.257,100
1334,353,255,255,255,22.772,19.737,166.906,100
1335,235,255,255,255,17.787,16.822,111.659,100
1336,315,255,255,255,21.998,18.232,12.668,100
1337,427,255,255,255,27.957,19.447,125.346,100
1338,288,255,255,255,22.891,16.019,12.371,100
1339,409,255,255,255,26.255,19.835,97.433,100
1340,461,255,255,255,25.732,22.811,106.825,100
1341,213,255,255,255,18.307,14.814,134.972,100
1342,313,255,255,255,21.331,18.683,169.461,100
1343,258,255,255,255,21.198,15.497,78.462,100
1344,360,255,255,255,24.147,18.982,51.225,100
1345,25,255,255,255,6.861,4.640,21.884,100
1346,457,255,255,255,26.538,21.926,90.058,100
1347,189,255,255,255,18.885,12.742,95.107,100
1348,299,255,255,255,22.152,17.186,172.954,100
1349,311,255,255,255,22.127,17.896,62.127,100
1350,395,255,255,255,24.131,20.842,170.666,100
1351,199,255,255,255,18.742,13.519,132.391,100
1352,333,255,255,255,20.924,20.263,128.335,100
1353,310,255,255,255,22.755,17.346,36.075,100
1354,449,255,255,255,24.655,23.188,56.255,100
1355,251,255,255,255,19.326,16.536,65.788,100
1356,441,255,255,255,25.271,22.219,51.932,100
1357,290,255,255,255,19.800,18.648,37.104,100
1358,291,255,255,255,20.573,18.010,144.288,100
1359,296,255,255,255,20.804,18.115,11.576,100
1360,297,255,255,255,22.952,16.476,31.413,100
1361,302,255,255,255,19.838,19.383,146.507,100
1362,313,255,255,255,20.837,19.125,122.670,100
1363,309,255,255,255,21.731,18.105,0.931,100
1364,437,255,255,255,26.645,20.882,112.337,100
1365,322,255,255,255,21.089,19.440,138.088,100
1366,304,255,255,255,23.767,16.286,124.768,100
1367,376,255,255,255,25.185,19.009,136.977,100
1368,321,255,255,255,22.545,18.129,66.235,100
1369,277,255,255,255,19.212,18.357,58.523,100
1370,339,255,255,255,23.557,18.323,38.239,100
1371,293,255,255,255,20.767,17.964,19.369,100
1372,403,255,255,255,25.125,20.423,36.424,100
1373,382,255,255,255,24.605,19.768,114.386,100
1374,274,255,255,255,20.541,16.984,53.583,100
1375,279,255,255,255,19.323,18.384,15.362,100
1376,449,255,255,255,25.169,22.713,74.385,100
1377,288,255,255,255,21.210,17.289,7.082,100
1378,181,255,255,255,17.345,13.287,43.108,100
1379,279,255,255,255,20.044,17.722,100.820,100
1380,271,255,255,255,20.231,17.055,30.615,100
1381,350,255,255,255,24.131,18.467,163.047,100
1382,291,255,255,255,21.801,16.995,33.174,100
1383,293,255,255,255,22.042,16.925,134.267,100
1384,322,255,255,255,21.159,19.376,82.306,100
1385,316,255,255,255,21.843,18.420,161.140,100
1386,306,255,255,255,22.417,17.380,37.505,100
1387,288,255,255,255,20.778,17.649,50.139,100
1388,342,255,255,255,24.571,17.722,7.318,100
1389,317,255,255,255,20.553,19.638,40.973,100
1390,248,255,255,255,21.210,14.888,87.865,100
1391,275,255,255,255,23.356,14.992,110.082,100
1392,276,255,255,255,20.052,17.526,67.898,100
1393,432,255,255,255,23.928,22.988,108.100,100
1394,454,255,255,255,26.159,22.098,175.907,100
1395,293,255,255,255,22.108,16.874,123.891,100
1396,291,255,255,255,21.432,17.287,1.491,100
1397,316,255,255,255,22.225,18.103,76.970,100
1398,298,255,255,255,23.256,16.315,55.056,100
1399,273,255,255,255,20.321,17.105,138.164,100
1400,310,255,255,255,21.459,18.393,20.305,100
1401,196,255,255,255,17.032,14.652,24.249,100
1402,475,255,255,255,27.006,22.394,20.266,100
1403,269,255,255,255,20.906,16.383,155.339,100
1404,271,255,255,255,20.862,16.540,115.579,100
1405,281,255,255,255,19.756,18.110,47.318,100
1406,432,255,255,255,28.817,19.087,80.237,100
1407,267,255,255,255,20.160,16.863,158.649,100
1408,333,255,255,255,22.305,19.009,125.664,100
1409,294,255,255,255,21.290,17.582,77.367,100
1410,286,255,255,255,21.136,17.229,6.152,100
1411,330,255,255,255,22.851,18.387,27.253,100
1412,475,255,255,255,27.465,22.020,154.410,100
1413,341,255,255,255,23.956,18.124,60.387,100
1414,308,255,255,255,20.583,19.052,89.866,100
1415,229,255,255,255,17.789,16.391,48.141,100
1416,491,255,255,255,26.901,23.240,132.927,100
1417,28,255,255,255,8.458,4.215,72.550,100
1418,311,255,255,255,20.360,19.449,104.928,100
1419,395,255,255,255,27.248,18.457,50.198,100
1420,116,255,255,255,13.199,11.190,0.671,100
1421,24,255,255,255,6.737,4.536,69.305,100
1422,483,255,255,255,25.997,23.655,151.719,100
1423,273,255,255,255,19.482,17.842,177.767,100
1424,359,255,255,255,26.228,17.428,97.205,100
1425,375,255,255,255,24.222,19.712,131.864,100
1426,280,255,255,255,20.070,17.763,9.250,100
1427,335,255,255,255,24.703,17.266,7.464,100
1428,285,255,255,255,20.843,17.410,136.443,100
1429,485,255,255,255,25.537,24.182,79.967,100
1430,227,255,255,255,22.447,12.876,154.127,100
1431,487,255,255,255,27.841,22.272,80.411,100
1432,431,255,255,255,24.882,22.055,40.768,100
1433,328,255,255,255,22.181,18.828,106.804,100
1434,303,255,255,255,21.868,17.642,119.366,100
1435,282,255,255,255,20.181,17.791,25.061,100
1436,275,255,255,255,19.828,17.659,76.083,100
1437,292,255,255,255,22.832,16.284,142.658,100
1438,302,255,255,255,21.177,18.157,125.044,100
1439,363,255,255,255,24.681,18.727,104.511,100
1440,476,255,255,255,27.099,22.364,179.757,100
1441,303,255,255,255,22.891,16.854,12.443,100
1442,335,255,255,255,22.843,18.672,31.291,100
1443,281,255,255,255,22.225,16.098,13.125,100
1444,290,255,255,255,21.833,16.912,64.072,100
1445,287,255,255,255,21.649,16.880,112.851,100
1446,259,255,255,255,20.416,16.152,33.419,100
1447,334,255,255,255,21.338,19.930,136.425,100
1448,471,255,255,255,27.166,22.075,94.293,100
1449,293,255,255,255,21.154,17.636,99.793,100
1450,344,255,255,255,22.717,19.280,87.676,100
1451,330,255,255,255,22.676,18.529,50.551,100
1452,460,255,255,255,26.632,21.992,90.087,100
1453,481,255,255,255,27.367,22.378,169.033,100
1454,318,255,255,255,22.233,18.211,29.200,100
1455,294,255,255,255,20.666,18.114,34.252,100
1456,309,255,255,255,21.983,17.897,57.859,100
1457,285,255,255,255,19.918,18.218,173.194,100
1458,299,255,255,255,20.490,18.579,68.705,100
1459,422,255,255,255,27.970,19.210,28.875,100
1460,414,255,255,255,25.573,20.613,154.983,100
1461,301,255,255,255,24.068,15.924,156.562,100
1462,468,255,255,255,26.133,22.801,162.700,100
1463,385,255,255,255,23.109,21.212,24.112,100
1464,298,255,255,255,22.239,17.061,60.186,100
1465,368,255,255,255,22.825,20.528,66.751,100
1466,277,255,255,255,21.722,16.237,141.837,100
1467,491,255,255,255,26.943,23.204,150.234,100
1468,360,255,255,255,25.005,18.331,132.426,100
1469,330,255,255,255,23.499,17.880,141.101,100
1470,284,255,255,255,19.751,18.308,106.940,100
1471,307,255,255,255,20.974,18.637,135.908,100
1472,435,255,255,255,26.362,21.010,91.975,100
1473,293,255,255,255,21.262,17.546,0.128,100
1474,268,255,255,255,19.916,17.133,142.585,100
1475,314,255,255,255,22.036,18.143,114.647,100
1476,292,255,255,255,20.805,17.870,38.867,100
1477,403,255,255,255,24.670,20.799,127.368,100
1478,283,255,255,255,20.209,17.830,165.147,100
1479,203,255,255,255,18.946,13.643,110.875,100
1480,296,255,255,255,21.497,17.532,117.224,100
1481,267,255,255,255,21.446,15.852,108.667,100
1482,456,255,255,255,28.524,20.355,96.565,100
1483,200,255,255,255,17.902,14.224,47.285,100
1484,296,255,255,255,22.766,16.554,75.004,100
1485,456,255,255,255,26.124,22.225,131.541,100
1486,126,255,255,255,15.269,10.507,14.302,100
1487,251,255,255,255,23.864,13.392,47.118,100
1488,328,255,255,255,21.645,19.294,88.976,100
1489,303,255,255,255,21.102,18.282,117.941,100
1490,283,255,255,255,21.530,16.736,9.401,100
1491,282,255,255,255,20.740,17.312,157.502,100
1492,321,255,255,255,21.407,19.092,165.564,100
1493,451,255,255,255,27.026,21.247,143.703,100
1494,336,255,255,255,22.342,19.148,96.501,100
1495,285,255,255,255,19.873,18.260,154.595,100
1496,304,255,255,255,20.627,18.765,136.370,100
1497,291,255,255,255,21.625,17.133,37.157,100
1498,300,255,255,255,22.328,17.107,176.134,100
1499,429,255,255,255,24.270,22.506,4.515,100
1500,333,255,255,255,22.076,19.206,75.134,100
1501,298,255,255,255,20.698,18.332,178.731,100
1502,292,255,255,255,19.338,19.226,179.803,100
1503,358,255,255,255,22.966,19.848,157.812,100
1504,334,255,255,255,23.606,18.015,19.111,100
1505,374,255,255,255,24.038,19.810,44.808,100
1506,190,255,255,255,18.946,12.768,74.321,100
1507,314,255,255,255,21.565,18.539,46.942,100
1508,78,255,255,255,15.902,6.245,135.007,100
1509,274,255,255,255,20.653,16.892,97.687,100
1510,178,255,255,255,17.151,13.214,149.333,100
1511,285,255,255,255,20.458,17.738,148.420,100
1512,262,255,255,255,18.672,17.866,44.050,100
1513,337,255,255,255,22.006,19.498,81.639,100
1514,244,255,255,255,20.504,15.151,170.677,100
1515,302,255,255,255,22.118,17.385,83.135,100
1516,313,255,255,255,21.200,18.799,34.347,100
1517,462,255,255,255,26.767,21.976,136.731,100
1518,282,255,255,255,21.444,16.743,38.673,100
1519,278,255,255,255,20.302,17.434,15.512,100
1520,301,255,255,255,20.668,18.543,132.880,100
1521,359,255,255,255,22.259,20.535,89.750,100
1522,285,255,255,255,19.683,18.436,164.882,100
1523,316,255,255,255,22.460,17.914,21.233,100
1524,21,255,255,255,7.164,3.732,152.976,100
1525,295,255,255,255,20.850,18.015,42.040,100
1526,143,255,255,255,17.190,10.592,137.271,100
1527,355,255,255,255,23.100,19.567,112.855,100
1528,243,255,255,255,18.620,16.616,96.196,100
1529,226,255,255,255,18.289,15.733,16.094,100
1530,290,255,255,255,21.689,17.024,152.713,100
1531,35,255,255,255,9.554,4.664,61.464,100
1532,209,255,255,255,17.916,14.853,11.489,100
1533,292,255,255,255,20.015,18.576,136.588,100
1534,418,255,255,255,26.073,20.412,168.598,100
1535,406,255,255,255,24.632,20.987,127.208,100
1536,296,255,255,255,20.889,18.042,23.807,100
1537,349,255,255,255,23.488,18.918,126.625,100
1538,451,255,255,255,26.448,21.711,114.204,100
1539,304,255,255,255,21.159,18.293,149.378,100
1540,285,255,255,255,19.612,18.503,1.072,100
1541,299,255,255,255,20.795,18.307,169.271,100
1542,284,255,255,255,20.220,17.884,107.549,100
1543,302,255,255,255,21.441,17.934,16.207,100
1544,320,255,255,255,21.445,18.999,104.466,100
1545,301,255,255,255,25.051,15.299,70.895,100
1546,332,255,255,255,22.286,18.967,61.824,100
1547,351,255,255,255,22.368,19.980,18.834,100
1548,194,255,255,255,16.751,14.746,135.213,100
1549,313,255,255,255,22.011,18.106,91.366,100
1550,286,255,255,255,21.096,17.261,153.325,100
1551,203,255,255,255,19.295,13.396,98.219,100
1552,295,255,255,255,21.773,17.251,158.510,100
1553,237,255,255,255,17.778,16.974,102.913,100
1554,321,255,255,255,22.471,18.188,103.558,100
1555,356,255,255,255,24.184,18.743,139.460,100
1556,314,255,255,255,21.768,18.366,77.015,100
1557,299,255,255,255,19.990,19.045,35.635,100
1558,333,255,255,255,21.601,19.628,89.280,100
1559,310,255,255,255,22.779,17.328,96.056,100
1560,294,255,255,255,20.619,18.155,59.286,100
1561,438,255,255,255,27.031,20.631,20.255,100
1562,328,255,255,255,22.346,18.689,166.861,100
1563,298,255,255,255,22.552,16.824,108.270,100
1564,336,255,255,255,21.256,20.127,172.995,100
1565,266,255,255,255,20.582,16.455,46.277,100
1566,296,255,255,255,22.278,16.917,47.453,100
1567,300,255,255,255,21.509,17.758,58.132,100
1568,65,255,255,255,11.191,7.395,37.416,100
1569,285,255,255,255,20.339,17.841,51.736,100
1570,300,255,255,255,21.220,18.000,98.302,100
1571,375,255,255,255,23.695,20.151,179.212,100
1572,51,255,255,255,10.079,6.442,124.224,100
1573,435,255,255,255,24.486,22.619,32.910,100
1574,388,255,255,255,30.423,16.238,131.354,100
1575,75,255,255,255,13.204,7.232,144.254,100
1576,338,255,255,255,22.167,19.414,108.212,100
1577,226,255,255,255,21.359,13.472,105.780,100
1578,142,255,255,255,20.291,8.910,35.127,100
1579,130,255,255,255,19.604,8.443,39.137,100
1580,302,255,255,255,21.276,18.073,17.162,100
1581,179,255,255,255,18.123,12.576,100.494,100
1582,458,255,255,255,25.708,22.683,125.059,100
1583,318,255,255,255,21.424,18.899,176.833,100
1584,293,255,255,255,20.641,18.073,106.361,100
1585,284,255,255,255,20.710,17.460,29.250,100
1586,283,255,255,255,19.957,18.056,7.314,100
1587,320,255,255,255,22.024,18.499,81.465,100
1588,472,255,255,255,26.247,22.897,134.276,100
1589,319,255,255,255,23.659,17.167,34.122,100
1590,30,255,255,255,6.853,5.573,105.876,100
1591,366,255,255,255,23.607,19.740,135.223,100
1592,330,255,255,255,21.393,19.641,117.435,100
1593,315,255,255,255,20.912,19.179,150.435,100
1594,456,255,255,255,26.314,22.064,136.899,100
1595,325,255,255,255,22.890,18.078,145.949,100
1596,237,255,255,255,20.461,14.748,83.890,100
1597,285,255,255,255,21.638,16.771,153.054,100
1598,232,255,255,255,18.671,15.820,0.678,100
1599,173,255,255,255,15.199,14.492,120.122,100
1600,319,255,255,255,22.243,18.260,148.335,100
1601,358,255,255,255,23.056,19.770,48.976,100
1602,296,255,255,255,22.775,16.548,88.361,100
1603,332,255,255,255,20.811,20.312,56.364,100
1604,296,255,255,255,19.643,19.186,29.623,100
1605,429,255,255,255,25.008,21.842,61.182,100
1606,423,255,255,255,24.767,21.746,169.605,100
1607,334,255,255,255,22.215,19.143,84.036,100
1608,311,255,255,255,21.038,18.822,159.595,100
1609,448,255,255,255,25.777,22.128,42.338,100
1610,282,255,255,255,21.796,16.474,65.892,100
1611,281,255,255,255,19.823,18.049,39.062,100
1612,363,255,255,255,22.222,20.799,173.815,100
1613,280,255,255,255,19.624,18.167,30.795,100
1614,309,255,255,255,21.003,18.732,174.980,100
1615,311,255,255,255,22.324,17.738,54.180,100
1616,279,255,255,255,22.152,16.036,43.988,100
1617,263,255,255,255,19.691,17.006,78.809,100
1618,479,255,255,255,27.753,21.975,68.093,100
1619,450,255,255,255,25.517,22.454,106.696,100
1620,442,255,255,255,24.570,22.904,128.070,100
1621,303,255,255,255,20.776,18.569,76.333,100
1622,299,255,255,255,21.303,17.870,36.024,100
1623,369,255,255,255,24.128,19.472,77.975,100
1624,282,255,255,255,21.337,16.828,79.431,100
1625,300,255,255,255,22.636,16.874,43.388,100
1626,289,255,255,255,19.957,18.438,111.436,100
1627,314,255,255,255,21.190,18.867,153.106,100
1628,435,255,255,255,25.161,22.013,3.602,100
1629,356,255,255,255,22.104,20.506,107.584,100
1630,235,255,255,255,19.108,15.659,72.581,100
1631,309,255,255,255,25.780,15.261,45.747,100
1632,434,255,255,255,25.462,21.703,45.277,100
1633,253,255,255,255,19.617,16.421,40.279,100
1634,303,255,255,255,20.814,18.535,22.103,100
1635,285,255,255,255,20.514,17.689,171.402,100
1636,408,255,255,255,24.545,21.164,161.189,100
1637,185,255,255,255,16.066,14.661,59.980,100
1638,455,255,255,255,29.298,19.773,58.830,100
1639,316,255,255,255,22.181,18.139,106.942,100
1640,295,255,255,255,20.420,18.394,39.464,100
1641,380,255,255,255,23.209,20.846,111.485,100
1642,354,255,255,255,23.109,19.505,91.658,100
1643,446,255,255,255,26.023,21.822,152.363,100
1644,325,255,255,255,24.127,17.151,33.088,100
1645,160,255,255,255,17.562,11.600,47.043,100
1646,437,255,255,255,25.339,21.959,85.608,100
1647,326,255,255,255,20.970,19.794,164.898,100
1648,340,255,255,255,21.312,20.312,33.476,100
1649,270,255,255,255,20.042,17.153,113.266,100
1650,316,255,255,255,20.562,19.567,3.540,100
1651,348,255,255,255,23.260,19.049,25.967,100
1652,384,255,255,255,22.879,21.370,57.464,100
1653,467,255,255,255,25.951,22.912,44.284,100
1654,264,255,255,255,19.822,16.957,30.819,100
1655,398,255,255,255,26.221,19.326,38.015,100
1656,319,255,255,255,21.643,18.766,160.286,100
1657,289,255,255,255,21.052,17.479,82.933,100
1658,292,255,255,255,21.226,17.515,94.638,100
1659,331,255,255,255,23.352,18.047,67.597,100
1660,295,255,255,255,21.863,17.180,177.628,100
1661,302,255,255,255,21.020,18.293,166.877,100
1662,313,255,255,255,22.336,17.842,77.756,100
1663,469,255,255,255,26.254,22.745,123.036,100
1664,329,255,255,255,21.726,19.281,9.730,100
1665,282,255,255,255,22.057,16.278,60.985,100
1666,320,255,255,255,21.909,18.596,137.859,100
1667,288,255,255,255,20.561,17.834,119.741,100
1668,381,255,255,255,27.755,17.478,120.661,100
1669,468,255,255,255,26.192,22.750,0.312,100
1670,271,255,255,255,19.736,17.483,49.260,100
1671,398,255,255,255,24.728,20.493,169.717,100
1672,363,255,255,255,22.641,20.414,9.295,100
1673,327,255,255,255,20.473,20.336,112.796,100
1674,500,255,255,255,28.229,22.552,46.093,100
1675,262,255,255,255,20.093,16.602,159.727,100
1676,207,255,255,255,20.064,13.136,104.986,100
1677,209,255,255,255,18.773,14.175,1.034,100
1678,478,255,255,255,26.295,23.145,130.368,100
1679,299,255,255,255,22.495,16.924,42.763,100
1680,449,255,255,255,25.733,22.216,91.758,100
1681,221,255,255,255,17.131,16.425,86.115,100
1682,488,255,255,255,25.248,24.610,27.449,100
1683,141,255,255,255,15.101,11.888,151.566,100
1684,453,255,255,255,24.726,23.327,45.574,100
1685,468,255,255,255,24.854,23.975,158.334,100
1686,407,255,255,255,25.397,20.404,73.771,100
1687,291,255,255,255,21.477,17.251,93.789,100
1688,413,255,255,255,24.973,21.056,90.940,100
1689,462,255,255,255,27.275,21.567,24.625,100
1690,317,255,255,255,22.819,17.687,168.277,100
1691,207,255,255,255,19.848,13.279,94.943,100
1692,104,255,255,255,14.867,8.907,177.197,100
1693,252,255,255,255,19.403,16.537,165.074,100
1694,360,255,255,255,24.356,18.820,160.719,100
1695,178,255,255,255,19.043,11.901,110.386,100
1696,459,255,255,255,26.891,21.733,58.710,100
1697,421,255,255,255,26.410,20.296,76.946,100
1698,369,255,255,255,25.691,18.288,63.123,100
1699,335,255,255,255,22.294,19.132,153.434,100
1700,294,255,255,255,22.365,16.737,109.327,100
1701,223,255,255,255,17.683,16.056,105.992,100
1702,338,255,255,255,23.174,18.571,170.301,100
1703,46,255,255,255,9.817,5.966,145.573,100
1704,31,255,255,255,7.229,5.460,62.531,100
1705,275,255,255,255,21.112,16.585,79.498,100
1706,325,255,255,255,21.320,19.409,122.106,100
1707,267,255,255,255,18.863,18.022,61.021,100
1708,450,255,255,255,25.866,22.151,115.294,100
1709,294,255,255,255,20.747,18.043,141.608,100
1710,487,255,255,255,26.979,22.983,63.456,100
1711,236,255,255,255,18.436,16.299,107.775,100
1712,393,255,255,255,24.618,20.326,85.353,100
1713,246,255,255,255,19.502,16.061,114.294,100
1714,56,255,255,255,10.409,6.850,114.242,100
1715,182,255,255,255,15.869,14.603,148.227,100
1716,301,255,255,255,23.998,15.970,123.031,100
1717,353,255,255,255,22.746,19.760,84.929,100
1718,74,255,255,255,11.472,8.213,143.609,100
1719,265,255,255,255,20.389,16.549,167.985,100
1720,325,255,255,255,21.254,19.469,122.575,100
1721,487,255,255,255,28.046,22.109,145.332,100
1722,358,255,255,255,22.624,20.148,104.787,100
1723,245,255,255,255,19.884,15.688,90.826,100
1724,456,255,255,255,25.634,22.649,161.093,100
1725,316,255,255,255,21.775,18.477,57.760,100
1726,332,255,255,255,21.707,19.473,4.974,100
1727,427,255,255,255,25.477,21.340,119.979,100
1728,433,255,255,255,25.693,21.458,133.680,100
1729,408,255,255,255,24.776,20.967,157.665,100
1730,387,255,255,255,25.528,19.302,97.155,100
1731,325,255,255,255,22.150,18.682,117.148,100
1732,303,255,255,255,22.253,17.336,128.510,100
1733,299,255,255,255,20.905,18.211,3.233,100
1734,473,255,255,255,26.022,23.144,179.996,100
1735,333,255,255,255,22.271,19.038,4.200,100
1736,303,255,255,255,22.095,17.460,83.604,100
1737,267,255,255,255,19.693,17.262,66.015,100
1738,352,255,255,255,22.692,19.750,156.712,100
1739,299,255,255,255,20.800,18.303,140.522,100
1740,100,255,255,255,12.525,10.166,30.560,100
1741,338,255,255,255,23.669,18.183,167.126,100
1742,322,255,255,255,22.273,18.408,136.833,100
1743,221,255,255,255,19.049,14.772,65.820,100
1744,284,255,255,255,20.298,17.815,60.195,100
1745,440,255,255,255,25.768,21.741,42.016,100
1746,421,255,255,255,26.356,20.338,141.279,100
1747,307,255,255,255,20.494,19.073,127.180,100
1748,297,255,255,255,21.447,17.632,134.622,100
1749,290,255,255,255,21.573,17.115,178.195,100
1750,299,255,255,255,21.452,17.746,113.120,100
1751,301,255,255,255,22.018,17.406,17.882,100
1752,454,255,255,255,25.858,22.355,19.223,100
1753,373,255,255,255,28.132,16.882,66.375,100
