 ,Area,Mean,Min,Max,Major,Minor,Angle,%Area
623,112,255,255,255,13.452,10.601,52.156,100
624,355,255,255,255,23.268,19.426,56.225,100
625,239,255,255,255,20.118,15.126,145.629,100
626,349,255,255,255,21.841,20.345,119.124,100
627,390,255,255,255,28.561,17.386,86.066,100
628,218,255,255,255,18.196,15.254,176.400,100
629,323,255,255,255,20.525,20.037,175.555,100
630,292,255,255,255,21.522,17.275,46.414,100
631,339,255,255,255,20.921,20.631,116.700,100
632,301,255,255,255,22.454,17.068,170.586,100
633,434,255,255,255,23.907,23.114,101.292,100
634,264,255,255,255,20.847,16.124,128.918,100
635,441,255,255,255,23.890,23.504,132.613,100
636,60,255,255,255,10.854,7.039,45.244,100
637,269,255,255,255,19.623,17.455,52.490,100
638,300,255,255,255,22.404,17.049,3.292,100
639,149,255,255,255,18.033,10.520,126.654,100
640,299,255,255,255,20.292,18.761,3.370,100
641,307,255,255,255,21.448,18.224,18.726,100
642,20,255,255,255,7.666,3.322,170.744,100
643,59,255,255,255,10.144,7.405,71.440,100
644,29,255,255,255,8.139,4.537,87.393,100
645,231,255,255,255,17.769,16.553,130.937,100
646,105,255,255,255,15.809,8.457,128.992,100
647,238,255,255,255,19.802,15.303,40.199,100
648,191,255,255,255,17.516,13.883,89.113,100
649,388,255,255,255,23.019,21.461,59.671,100
650,266,255,255,255,19.307,17.542,16.503,100
651,236,255,255,255,18.684,16.083,105.716,100
652,462,255,255,255,29.569,19.894,15.575,100
653,198,255,255,255,16.272,15.493,164.861,100
654,266,255,255,255,21.051,16.088,145.522,100
655,239,255,255,255,19.277,15.786,58.518,100
656,73,255,255,255,11.693,7.949,11.748,100
657,317,255,255,255,21.320,18.932,172.676,100
658,348,255,255,255,21.449,20.658,73.865,100
659,259,255,255,255,20.293,16.250,17.006,100
660,242,255,255,255,19.132,16.106,107.162,100
661,321,255,255,255,21.588,18.933,48.939,100
662,305,255,255,255,20.857,18.619,140.082,100
663,291,255,255,255,20.729,17.874,66.596,100
664,251,255,255,255,18.884,16.924,35.396,100
665,377,255,255,255,24.263,19.784,152.719,100
666,159,255,255,255,17.863,11.333,126.959,100
667,21,255,255,255,8.558,3.124,106.401,100
668,303,255,255,255,21.661,17.810,130.288,100
669,260,255,255,255,18.619,17.779,98.730,100
670,352,255,255,255,21.978,20.392,9.065,100
671,358,255,255,255,23.291,19.571,11.446,100
672,107,255,255,255,14.582,9.342,108.772,100
673,477,255,255,255,26.385,23.018,68.465,100
674,270,255,255,255,20.647,16.650,2.996,100
675,317,255,255,255,21.307,18.943,53.540,100
676,314,255,255,255,20.589,19.418,44.213,100
677,253,255,255,255,20.442,15.758,61.532,100
678,411,255,255,255,24.797,21.103,96.575,100
679,302,255,255,255,21.711,17.711,47.801,100
680,274,255,255,255,20.407,17.096,4.299,100
681,271,255,255,255,20.311,16.988,112.549,100
682,123,255,255,255,14.515,10.789,117.058,100
683,358,255,255,255,25.113,18.151,169.076,100
684,450,255,255,255,26.401,21.702,63.586,100
685,345,255,255,255,21.753,20.193,83.700,100
686,307,255,255,255,22.412,17.441,151.527,100
687,256,255,255,255,21.246,15.342,119.845,100
688,281,255,255,255,19.508,18.340,18.854,100
689,272,255,255,255,20.803,16.648,150.083,100
690,205,255,255,255,18.880,13.825,13.531,100
691,301,255,255,255,21.960,17.452,93.764,100
692,309,255,255,255,20.596,19.102,29.928,100
693,220,255,255,255,17.106,16.375,108.667,100
694,287,255,255,255,20.922,17.466,44.859,100
695,299,255,255,255,21.157,17.994,68.052,100
696,291,255,255,255,21.134,17.532,147.399,100
697,275,255,255,255,21.981,15.929,178.827,100
698,278,255,255,255,20.110,17.601,21.096,100
699,280,255,255,255,20.082,17.753,151.762,100
700,315,255,255,255,21.157,18.957,21.127,100
701,216,255,255,255,20.182,13.627,171.878,100
702,458,255,255,255,32.264,18.074,46.275,100
703,381,255,255,255,22.675,21.394,96.720,100
704,365,255,255,255,22.007,21.118,56.664,100
705,281,255,255,255,20.248,17.670,117.374,100
706,269,255,255,255,21.965,15.593,135.584,100
707,260,255,255,255,18.676,17.726,41.430,100
708,360,255,255,255,24.503,18.707,144.210,100
709,385,255,255,255,24.243,20.220,38.616,100
710,251,255,255,255,19.183,16.660,98.750,100
711,419,255,255,255,24.603,21.684,95.414,100
712,348,255,255,255,22.279,19.888,53.769,100
713,358,255,255,255,22.220,20.514,134.006,100
714,310,255,255,255,22.054,17.898,1.449,100
715,286,255,255,255,19.596,18.582,82.761,100
716,442,255,255,255,31.274,17.995,148.476,100
717,302,255,255,255,22.441,17.135,173.875,100
718,329,255,255,255,20.532,20.402,47.757,100
719,255,255,255,255,20.651,15.722,159.078,100
720,285,255,255,255,20.270,17.902,177.146,100
721,316,255,255,255,21.378,18.821,177.924,100
722,78,255,255,255,11.699,8.489,170.145,100
723,290,255,255,255,21.340,17.303,102.768,100
724,282,255,255,255,20.428,17.577,152.563,100
725,265,255,255,255,20.320,16.605,69.108,100
726,377,255,255,255,22.851,21.006,95.268,100
727,32,255,255,255,8.991,4.532,53.068,100
728,315,255,255,255,22.547,17.789,126.417,100
729,352,255,255,255,22.187,20.200,31.428,100
730,288,255,255,255,19.664,18.648,1.023,100
731,291,255,255,255,21.395,17.318,5.207,100
732,182,255,255,255,16.337,14.185,58.952,100
733,452,255,255,255,25.736,22.362,59.339,100
734,415,255,255,255,28.946,18.254,48.368,100
735,468,255,255,255,25.645,23.236,147.870,100
736,243,255,255,255,21.483,14.402,76.628,100
737,374,255,255,255,22.695,20.982,15.171,100
738,254,255,255,255,19.461,16.618,79.609,100
739,282,255,255,255,20.458,17.550,4.661,100
740,398,255,255,255,25.486,19.884,86.113,100
741,322,255,255,255,22.796,17.985,117.884,100
742,263,255,255,255,20.218,16.562,74.468,100
743,292,255,255,255,19.952,18.634,32.845,100
744,309,255,255,255,20.813,18.903,117.765,100
745,252,255,255,255,21.316,15.052,133.608,100
746,201,255,255,255,16.359,15.644,12.725,100
747,310,255,255,255,21.901,18.023,39.934,100
748,176,255,255,255,15.297,14.649,42.962,100
749,293,255,255,255,21.356,17.469,125.375,100
750,144,255,255,255,19.737,9.290,98.199,100
751,369,255,255,255,23.947,19.619,160.294,100
752,422,255,255,255,24.520,21.913,55.594,100
753,141,255,255,255,19.085,9.407,108.012,100
754,197,255,255,255,18.132,13.834,114.910,100
755,291,255,255,255,26.176,14.154,147.801,100
756,271,255,255,255,18.807,18.347,160.296,100
757,131,255,255,255,14.543,11.469,47.449,100
758,290,255,255,255,23.321,15.833,147.821,100
759,306,255,255,255,20.477,19.027,56.576,100
760,335,255,255,255,21.596,19.751,159.621,100
761,178,255,255,255,16.311,13.895,57.464,100
762,37,255,255,255,7.321,6.435,172.277,100
763,246,255,255,255,19.341,16.194,179.002,100
764,289,255,255,255,20.432,18.009,99.657,100
765,409,255,255,255,25.835,20.157,80.311,100
766,304,255,255,255,21.892,17.680,179.449,100
767,430,255,255,255,24.863,22.020,173.149,100
768,242,255,255,255,19.479,15.818,91.472,100
769,277,255,255,255,20.353,17.328,137.340,100
770,450,255,255,255,27.728,20.664,93.441,100
771,88,255,255,255,11.883,9.429,160.993,100
772,217,255,255,255,19.058,14.498,9.145,100
773,290,255,255,255,21.174,17.438,167.819,100
774,287,255,255,255,20.689,17.663,112.268,100
775,345,255,255,255,21.956,20.007,8.302,100
776,264,255,255,255,20.313,16.548,31.516,100
777,326,255,255,255,21.943,18.917,16.052,100
778,275,255,255,255,20.001,17.506,4.962,100
779,273,255,255,255,22.497,15.451,160.957,100
780,248,255,255,255,20.405,15.475,150.795,100
781,165,255,255,255,16.231,12.944,87.337,100
782,262,255,255,255,20.936,15.934,100.532,100
783,263,255,255,255,20.001,16.742,16.419,100
784,241,255,255,255,18.874,16.258,98.286,100
785,305,255,255,255,21.731,17.870,75.394,100
786,340,255,255,255,22.860,18.937,153.747,100
787,40,255,255,255,11.962,4.258,8.312,100
788,58,255,255,255,12.476,5.919,167.375,100
789,326,255,255,255,23.167,17.916,3.931,100
790,279,255,255,255,20.776,17.098,77.627,100
791,361,255,255,255,22.461,20.464,15.106,100
792,258,255,255,255,19.670,16.701,131.983,100
793,119,255,255,255,16.793,9.022,104.501,100
794,251,255,255,255,19.922,16.042,170.777,100
795,321,255,255,255,22.895,17.851,154.462,100
796,367,255,255,255,27.624,16.916,12.951,100
797,275,255,255,255,20.070,17.446,130.366,100
798,380,255,255,255,22.914,21.115,122.767,100
799,68,255,255,255,10.018,8.643,160.412,100
800,469,255,255,255,25.990,22.976,151.824,100
801,334,255,255,255,25.311,16.801,165.576,100
802,286,255,255,255,20.733,17.564,0.774,100
803,284,255,255,255,20.132,17.962,24.815,100
804,419,255,255,255,23.366,22.832,74.107,100
805,66,255,255,255,9.994,8.409,76.233,100
806,435,255,255,255,26.012,21.292,172.277,100
807,321,255,255,255,25.496,16.030,175.100,100
808,261,255,255,255,20.713,16.044,167.794,100
809,345,255,255,255,21.572,20.363,67.282,100
810,290,255,255,255,19.358,19.074,103.762,100
811,285,255,255,255,20.436,17.757,6.377,100
812,349,255,255,255,23.355,19.027,25.025,100
813,324,255,255,255,21.750,18.967,72.986,100
814,456,255,255,255,27.900,20.810,40.183,100
815,262,255,255,255,21.689,15.380,166.535,100
816,447,255,255,255,31.598,18.012,96.359,100
817,320,255,255,255,20.916,19.479,21.420,100
818,252,255,255,255,19.591,16.378,81.272,100
819,296,255,255,255,21.945,17.174,70.149,100
820,277,255,255,255,23.303,15.135,103.312,100
821,276,255,255,255,22.478,15.633,40.661,100
822,294,255,255,255,20.199,18.532,155.428,100
823,361,255,255,255,24.085,19.084,76.444,100
824,268,255,255,255,21.787,15.662,15.729,100
825,268,255,255,255,19.778,17.253,163.078,100
826,269,255,255,255,20.180,16.973,129.448,100
827,263,255,255,255,19.560,17.120,84.767,100
828,286,255,255,255,21.566,16.886,84.157,100
829,288,255,255,255,23.141,15.846,124.602,100
830,290,255,255,255,20.646,17.884,124.865,100
831,288,255,255,255,21.150,17.338,175.264,100
832,390,255,255,255,24.563,20.216,42.978,100
833,355,255,255,255,24.081,18.770,174.825,100
834,265,255,255,255,20.617,16.365,2.234,100
835,244,255,255,255,19.736,15.741,114.803,100
836,359,255,255,255,23.872,19.148,138.213,100
837,340,255,255,255,23.819,18.174,56.705,100
838,281,255,255,255,19.420,18.423,54.459,100
839,274,255,255,255,21.765,16.029,64.381,100
840,305,255,255,255,21.269,18.258,141.630,100
841,326,255,255,255,21.305,19.483,24.373,100
842,359,255,255,255,22.869,19.988,178.462,100
843,252,255,255,255,19.189,16.721,150.813,100
844,282,255,255,255,20.370,17.627,24.562,100
845,264,255,255,255,19.351,17.371,25.130,100
846,285,255,255,255,22.365,16.225,83.269,100
847,246,255,255,255,20.214,15.495,91.286,100
848,267,255,255,255,19.659,17.292,29.362,100
849,158,255,255,255,17.738,11.342,14.675,100
850,81,255,255,255,12.116,8.512,0.907,100
851,288,255,255,255,19.777,18.541,108.611,100
852,39,255,255,255,7.583,6.548,150.338,100
853,325,255,255,255,22.414,18.461,75.167,100
854,290,255,255,255,21.745,16.981,30.956,100
855,229,255,255,255,20.998,13.886,89.160,100
856,326,255,255,255,23.091,17.976,156.914,100
857,157,255,255,255,17.042,11.729,17.577,100
858,307,255,255,255,22.016,17.755,61.142,100
859,305,255,255,255,20.138,19.283,82.607,100
860,107,255,255,255,15.172,8.980,117.089,100
861,63,255,255,255,12.321,6.511,60.253,100
862,292,255,255,255,22.917,16.223,138.075,100
863,304,255,255,255,24.192,16.000,172.137,100
864,357,255,255,255,24.467,18.578,20.864,100
865,398,255,255,255,24.831,20.408,35.160,100
866,246,255,255,255,18.991,16.493,68.294,100
867,32,255,255,255,9.416,4.327,130.207,100
868,308,255,255,255,21.147,18.544,149.074,100
869,308,255,255,255,20.395,19.228,159.851,100
870,257,255,255,255,19.228,17.018,172.242,100
871,287,255,255,255,24.080,15.175,80.347,100
872,319,255,255,255,22.598,17.973,99.890,100
873,323,255,255,255,22.212,18.515,96.784,100
874,314,255,255,255,21.401,18.682,57.129,100
875,165,255,255,255,18.537,11.333,146.550,100
876,263,255,255,255,19.758,16.948,152.043,100
877,359,255,255,255,24.298,18.812,131.542,100
878,275,255,255,255,24.953,14.032,156.877,100
879,375,255,255,255,26.691,17.889,136.092,100
880,287,255,255,255,20.485,17.839,100.295,100
881,200,255,255,255,16.790,15.167,131.789,100
882,28,255,255,255,7.398,4.819,122.112,100
883,420,255,255,255,24.203,22.095,171.732,100
884,188,255,255,255,19.211,12.460,105.712,100
885,263,255,255,255,22.589,14.824,36.704,100
886,345,255,255,255,22.326,19.675,121.501,100
887,340,255,255,255,23.523,18.404,0.225,100
888,267,255,255,255,19.076,17.821,84.831,100
889,422,255,255,255,25.548,21.032,153.317,100
890,281,255,255,255,20.344,17.587,56.365,100
891,227,255,255,255,19.874,14.543,100.937,100
892,178,255,255,255,15.576,14.550,70.410,100
893,253,255,255,255,19.819,16.253,176.889,100
894,263,255,255,255,24.824,13.490,44.711,100
895,283,255,255,255,22.622,15.928,13.387,100
896,285,255,255,255,20.550,17.658,23.515,100
897,297,255,255,255,19.818,19.081,94.671,100
898,262,255,255,255,20.939,15.931,108.955,100
899,265,255,255,255,20.688,16.310,111.109,100
900,217,255,255,255,20.420,13.531,72.346,100
901,385,255,255,255,26.785,18.301,166.915,100
902,309,255,255,255,21.477,18.319,2.121,100
903,294,255,255,255,22.552,16.599,14.005,100
904,277,255,255,255,20.559,17.155,111.823,100
905,278,255,255,255,20.403,17.348,107.119,100
906,297,255,255,255,20.151,18.766,155.797,100
907,395,255,255,255,24.832,20.253,45.902,100
908,255,255,255,255,21.617,15.020,32.877,100
909,286,255,255,255,24.541,14.838,102.127,100
910,279,255,255,255,26.889,13.211,42.527,100
911,336,255,255,255,22.960,18.633,80.763,100
912,285,255,255,255,21.506,16.873,156.184,100
913,293,255,255,255,21.255,17.551,17.452,100
914,420,255,255,255,26.268,20.358,65.935,100
915,271,255,255,255,20.663,16.699,85.648,100
916,387,255,255,255,26.141,18.850,98.385,100
917,263,255,255,255,20.508,16.328,31.566,100
918,288,255,255,255,21.042,17.427,90.669,100
919,434,255,255,255,24.116,22.913,82.338,100
920,396,255,255,255,27.098,18.606,122.252,100
921,283,255,255,255,19.617,18.368,35.675,100
922,442,255,255,255,27.486,20.475,166.288,100
923,269,255,255,255,20.323,16.853,2.100,100
924,248,255,255,255,22.020,14.340,14.716,100
925,250,255,255,255,19.954,15.952,49.462,100
926,348,255,255,255,21.984,20.155,116.617,100
927,328,255,255,255,21.935,19.039,60.820,100
928,311,255,255,255,21.967,18.026,46.468,100
929,305,255,255,255,23.759,16.345,0.603,100
930,211,255,255,255,19.088,14.074,14.423,100
931,238,255,255,255,18.916,16.019,124.759,100
932,466,255,255,255,27.703,21.417,4.188,100
933,375,255,255,255,23.022,20.740,176.709,100
934,276,255,255,255,20.384,17.239,128.479,100
935,317,255,255,255,21.643,18.649,88.632,100
936,216,255,255,255,17.846,15.411,85.961,100
937,234,255,255,255,20.310,14.670,21.634,100
938,291,255,255,255,22.276,16.633,8.295,100
939,359,255,255,255,26.205,17.443,110.511,100
940,470,255,255,255,29.152,20.527,115.787,100
941,412,255,255,255,25.119,20.884,90.000,100
942,142,255,255,255,14.814,12.205,168.943,100
943,294,255,255,255,22.148,16.901,107.053,100
944,357,255,255,255,22.290,20.393,72.737,100
945,410,255,255,255,24.761,21.082,105.871,100
946,288,255,255,255,20.685,17.728,13.434,100
947,316,255,255,255,20.752,19.388,144.829,100
948,402,255,255,255,23.172,22.089,162.267,100
949,237,255,255,255,18.540,16.276,98.309,100
950,234,255,255,255,20.122,14.807,117.578,100
951,101,255,255,255,14.337,8.969,176.154,100
952,275,255,255,255,20.166,17.363,103.818,100
953,294,255,255,255,20.761,18.031,150.776,100
954,307,255,255,255,23.087,16.931,123.967,100
955,231,255,255,255,18.408,15.977,58.167,100
956,257,255,255,255,20.896,15.660,130.332,100
957,339,255,255,255,23.064,18.714,116.601,100
958,182,255,255,255,17.295,13.399,160.670,100
959,493,255,255,255,26.585,23.612,113.965,100
960,278,255,255,255,20.813,17.007,46.017,100
961,260,255,255,255,21.668,15.278,0.370,100
962,207,255,255,255,18.110,14.553,136.771,100
963,415,255,255,255,24.360,21.691,74.313,100
964,289,255,255,255,23.645,15.562,13.669,100
965,281,255,255,255,21.102,16.955,27.160,100
966,196,255,255,255,16.916,14.753,34.493,100
967,47,255,255,255,8.297,7.212,132.511,100
968,173,255,255,255,17.790,12.381,121.256,100
969,273,255,255,255,21.286,16.330,177.580,100
970,309,255,255,255,21.981,17.899,158.733,100
971,132,255,255,255,19.595,8.577,104.445,100
972,263,255,255,255,20.774,16.119,55.562,100
973,292,255,255,255,21.343,17.420,13.017,100
974,399,255,255,255,23.166,21.930,140.715,100
975,40,255,255,255,9.750,5.224,168.897,100
976,458,255,255,255,26.362,22.120,83.662,100
977,373,255,255,255,21.915,21.671,0.822,100
978,261,255,255,255,18.690,17.781,177.401,100
979,227,255,255,255,18.225,15.858,63.552,100
980,20,255,255,255,6.274,4.059,101.903,100
981,448,255,255,255,27.730,20.570,25.839,100
982,352,255,255,255,23.346,19.197,18.794,100
983,161,255,255,255,17.552,11.679,85.793,100
984,417,255,255,255,25.286,20.997,109.603,100
985,484,255,255,255,28.297,21.777,45.920,100
986,397,255,255,255,24.634,20.519,86.859,100
987,365,255,255,255,25.945,17.912,16.156,100
988,288,255,255,255,22.780,16.097,67.237,100
989,248,255,255,255,18.999,16.620,17.727,100
990,235,255,255,255,19.486,15.355,173.734,100
991,378,255,255,255,24.553,19.602,45.902,100
992,486,255,255,255,26.321,23.509,43.181,100
993,254,255,255,255,19.185,16.857,1.491,100
994,177,255,255,255,18.044,12.490,151.968,100
995,238,255,255,255,18.602,16.290,125.363,100
996,267,255,255,255,20.726,16.403,147.979,100
997,246,255,255,255,19.553,16.019,153.923,100
998,469,255,255,255,26.947,22.160,129.963,100
999,39,255,255,255,9.114,5.448,19.147,100
1000,321,255,255,255,21.307,19.182,41.223,100
1001,37,255,255,255,10.393,4.533,122.365,100
1002,225,255,255,255,22.193,12.909,100.218,100
1003,345,255,255,255,23.290,18.861,23.051,100
1004,225,255,255,255,21.149,13.546,77.082,100
1005,244,255,255,255,18.577,16.723,139.077,100
1006,293,255,255,255,20.242,18.430,31.277,100
1007,318,255,255,255,20.365,19.881,53.316,100
1008,279,255,255,255,19.627,18.099,9.620,100
1009,350,255,255,255,23.742,18.769,117.311,100
1010,314,255,255,255,23.162,17.261,21.835,100
1011,302,255,255,255,21.363,17.999,13.447,100
1012,367,255,255,255,23.081,20.245,24.410,100
1013,270,255,255,255,20.434,16.824,47.405,100
1014,450,255,255,255,24.792,23.111,52.093,100
1015,408,255,255,255,24.892,20.869,173.145,100
1016,340,255,255,255,21.866,19.798,132.747,100
1017,245,255,255,255,22.549,13.834,148.651,100
1018,274,255,255,255,20.831,16.747,26.032,100
1019,341,255,255,255,23.166,18.742,1.953,100
1020,268,255,255,255,19.661,17.356,25.136,100
1021,306,255,255,255,21.191,18.385,164.612,100
1022,232,255,255,255,20.296,14.554,25.364,100
1023,256,255,255,255,19.756,16.499,176.566,100
1024,244,255,255,255,20.532,15.131,110.562,100
1025,285,255,255,255,20.781,17.462,70.302,100
1026,276,255,255,255,21.615,16.258,175.355,100
1027,125,255,255,255,15.131,10.519,121.505,100
1028,250,255,255,255,20.246,15.722,68.535,100
1029,271,255,255,255,20.032,17.225,3.735,100
1030,284,255,255,255,21.370,16.921,141.121,100
1031,256,255,255,255,19.015,17.142,59.072,100
1032,141,255,255,255,18.263,9.830,120.376,100
1033,267,255,255,255,19.337,17.581,44.213,100
1034,284,255,255,255,22.173,16.308,56.226,100
1035,243,255,255,255,19.444,15.912,36.457,100
1036,244,255,255,255,19.561,15.882,111.531,100
1037,273,255,255,255,21.414,16.232,90.694,100
1038,261,255,255,255,19.564,16.986,84.411,100
1039,340,255,255,255,23.168,18.685,122.111,100
1040,427,255,255,255,26.853,20.246,36.486,100
1041,253,255,255,255,19.752,16.309,155.189,100
1042,260,255,255,255,20.958,15.796,156.835,100
1043,421,255,255,255,29.290,18.301,52.836,100
1044,295,255,255,255,22.930,16.381,42.782,100
1045,368,255,255,255,24.911,18.809,96.484,100
1046,251,255,255,255,19.233,16.617,47.306,100
1047,435,255,255,255,24.446,22.657,54.212,100
1048,283,255,255,255,21.328,16.895,58.436,100
1049,351,255,255,255,22.882,19.531,1.917,100
1050,398,255,255,255,24.072,21.051,8.390,100
1051,225,255,255,255,18.714,15.309,84.815,100
1052,257,255,255,255,19.878,16.462,74.385,100
1053,282,255,255,255,22.948,15.646,84.676,100
1054,460,255,255,255,30.174,19.410,64.410,100
1055,363,255,255,255,22.424,20.611,15.042,100
1056,302,255,255,255,21.016,18.297,170.135,100
1057,287,255,255,255,21.233,17.210,160.140,100
1058,133,255,255,255,15.908,10.645,115.819,100
1059,265,255,255,255,20.902,16.142,110.540,100
1060,268,255,255,255,20.956,16.283,2.181,100
1061,344,255,255,255,22.250,19.685,23.952,100
1062,269,255,255,255,21.414,15.995,65.717,100
1063,304,255,255,255,22.822,16.960,28.002,100
1064,263,255,255,255,21.798,15.362,5.122,100
1065,21,255,255,255,5.408,4.944,101.044,100
1066,23,255,255,255,7.081,4.136,74.074,100
1067,266,255,255,255,21.137,16.023,144.445,100
1068,393,255,255,255,25.342,19.746,56.297,100
1069,333,255,255,255,20.924,20.263,110.958,100
1070,282,255,255,255,22.717,15.805,46.535,100
1071,255,255,255,255,18.125,17.913,149.074,100
1072,361,255,255,255,23.657,19.429,34.569,100
1073,290,255,255,255,21.947,16.824,112.591,100
1074,245,255,255,255,20.798,14.999,62.225,100
1075,240,255,255,255,18.810,16.245,164.075,100
1076,207,255,255,255,19.669,13.400,21.785,100
1077,259,255,255,255,20.409,16.158,158.913,100
1078,248,255,255,255,18.649,16.932,40.432,100
1079,291,255,255,255,22.209,16.683,7.788,100
1080,372,255,255,255,24.939,18.993,10.084,100
1081,292,255,255,255,20.499,18.137,93.026,100
1082,285,255,255,255,20.166,17.994,61.285,100
1083,409,255,255,255,25.060,20.781,25.832,100
1084,273,255,255,255,21.120,16.458,63.471,100
1085,291,255,255,255,22.614,16.384,122.972,100
1086,357,255,255,255,22.790,19.945,70.315,100
1087,253,255,255,255,20.523,15.696,65.549,100
1088,281,255,255,255,22.226,16.097,63.809,100
1089,268,255,255,255,21.789,15.660,54.342,100
1090,304,255,255,255,20.801,18.608,2.929,100
1091,287,255,255,255,22.715,16.087,67.651,100
1092,220,255,255,255,17.363,16.133,98.147,100
1093,401,255,255,255,29.501,17.307,31.015,100
1094,260,255,255,255,20.967,15.789,80.318,100
1095,268,255,255,255,20.378,16.745,155.424,100
1096,261,255,255,255,22.328,14.884,42.394,100
1097,274,255,255,255,20.946,16.656,105.334,100
1098,256,255,255,255,20.214,16.125,15.319,100
1099,493,255,255,255,26.901,23.334,29.975,100
1100,227,255,255,255,19.817,14.585,139.962,100
1101,244,255,255,255,18.657,16.652,120.063,100
1102,288,255,255,255,20.366,18.005,172.686,100
1103,408,255,255,255,26.149,19.867,36.891,100
1104,221,255,255,255,17.732,15.868,42.845,100
1105,408,255,255,255,27.347,18.996,79.102,100
1106,256,255,255,255,19.344,16.850,160.885,100
1107,264,255,255,255,22.080,15.223,88.493,100
1108,360,255,255,255,24.918,18.395,70.000,100
1109,426,255,255,255,24.971,21.721,105.304,100
1110,267,255,255,255,23.580,14.417,22.369,100
1111,284,255,255,255,25.020,14.453,15.330,100
1112,472,255,255,255,28.394,21.166,84.809,100
1113,466,255,255,255,26.292,22.567,128.227,100
1114,271,255,255,255,21.266,16.226,157.474,100
1115,281,255,255,255,21.158,16.910,36.217,100
1116,273,255,255,255,18.936,18.356,60.317,100
1117,484,255,255,255,29.058,21.207,150.612,100
1118,234,255,255,255,19.269,15.462,161.913,100
1119,266,255,255,255,19.704,17.188,136.700,100
1120,263,255,255,255,21.844,15.330,53.347,100
1121,214,255,255,255,18.759,14.525,136.821,100
1122,493,255,255,255,27.694,22.666,147.459,100
1123,293,255,255,255,23.052,16.183,167.072,100
1124,434,255,255,255,26.598,20.776,8.736,100
1125,331,255,255,255,21.314,19.773,62.715,100
1126,357,255,255,255,24.946,18.221,116.871,100
1127,376,255,255,255,27.051,17.698,3.614,100
1128,274,255,255,255,20.811,16.764,162.043,100
1129,276,255,255,255,20.584,17.072,150.502,100
1130,256,255,255,255,20.615,15.812,107.140,100
1131,278,255,255,255,20.190,17.531,19.970,100
1132,438,255,255,255,25.587,21.795,156.819,100
1133,257,255,255,255,20.853,15.692,100.415,100
1134,257,255,255,255,19.286,16.967,41.216,100
1135,246,255,255,255,22.537,13.898,62.894,100
1136,477,255,255,255,25.779,23.559,160.961,100
1137,268,255,255,255,21.142,16.139,93.798,100
1138,250,255,255,255,18.103,17.584,111.207,100
1139,411,255,255,255,27.727,18.873,173.623,100
1140,263,255,255,255,20.200,16.577,133.088,100
1141,295,255,255,255,22.646,16.586,146.044,100
1142,253,255,255,255,21.519,14.969,58.630,100
1143,247,255,255,255,18.203,17.277,129.930,100
1144,287,255,255,255,19.580,18.663,15.798,100
1145,156,255,255,255,18.578,10.691,37.826,100
1146,289,255,255,255,20.132,18.277,175.000,100
1147,398,255,255,255,27.619,18.348,141.547,100
1148,288,255,255,255,21.457,17.090,79.831,100
1149,384,255,255,255,23.766,20.572,105.655,100
1150,272,255,255,255,24.501,14.135,148.770,100
1151,316,255,255,255,23.327,17.248,173.027,100
1152,479,255,255,255,27.091,22.512,89.846,100
1153,258,255,255,255,20.276,16.202,96.619,100
1154,408,255,255,255,25.268,20.559,133.807,100
1155,310,255,255,255,20.694,19.073,179.109,100
1156,298,255,255,255,22.256,17.048,105.745,100
1157,190,255,255,255,17.957,13.472,157.333,100
1158,249,255,255,255,20.060,15.804,153.447,100
1159,255,255,255,255,19.677,16.500,156.996,100
1160,493,255,255,255,27.275,23.014,160.918,100
1161,302,255,255,255,21.175,18.159,131.146,100
1162,231,255,255,255,19.558,15.038,5.151,100
1163,226,255,255,255,18.381,15.655,179.932,100
1164,236,255,255,255,20.944,14.347,104.648,100
1165,181,255,255,255,17.160,13.430,20.193,100
1166,345,255,255,255,22.147,19.834,26.983,100
1167,55,255,255,255,11.863,5.903,118.477,100
1168,262,255,255,255,22.634,14.738,53.119,100
1169,34,255,255,255,9.183,4.714,31.121,100
1170,389,255,255,255,25.073,19.754,85.058,100
1171,411,255,255,255,25.083,20.863,27.441,100
1172,381,255,255,255,22.825,21.253,156.704,100
1173,75,255,255,255,10.805,8.838,138.924,100
1174,288,255,255,255,21.507,17.050,80.959,100
1175,409,255,255,255,25.610,20.334,11.953,100
1176,166,255,255,255,18.149,11.645,157.417,100
1177,413,255,255,255,23.807,22.088,109.473,100
1178,331,255,255,255,23.104,18.241,133.165,100
1179,251,255,255,255,20.614,15.503,43.820,100
1180,280,255,255,255,23.560,15.132,40.875,100
1181,51,255,255,255,10.670,6.086,11.113,100
1182,316,255,255,255,21.222,18.958,28.040,100
1183,135,255,255,255,14.289,12.029,96.100,100
1184,360,255,255,255,22.891,20.024,64.255,100
1185,254,255,255,255,20.056,16.125,66.109,100
1186,438,255,255,255,25.734,21.671,56.003,100
1187,246,255,255,255,22.300,14.046,22.247,100
1188,387,255,255,255,25.810,19.091,160.504,100
1189,175,255,255,255,20.632,10.800,146.125,100
1190,223,255,255,255,17.902,15.860,101.307,100
1191,262,255,255,255,19.697,16.936,136.045,100
1192,384,255,255,255,26.065,18.758,158.550,100
1193,439,255,255,255,26.827,20.836,122.054,100
1194,278,255,255,255,22.075,16.035,139.912,100
1195,359,255,255,255,23.022,19.854,99.919,100
